Date,Value
2016-03-29,0.8937
2016-03-24,0.8958
2016-03-23,0.8948
2016-03-22,0.8907
2016-03-21,0.8881
2016-03-18,0.8856
2016-03-17,0.8837
2016-03-16,0.9029
2016-03-15,0.8999
2016-03-14,0.9004
2016-03-11,0.8961
2016-03-10,0.8971
2016-03-09,0.9085
2016-03-08,0.9043
2016-03-07,0.9104
2016-03-04,0.9084
2016-03-03,0.9147
2016-03-02,0.9235
2016-03-01,0.9208
2016-02-29,0.9205
2016-02-26,0.9152
2016-02-25,0.9062
2016-02-24,0.907
2016-02-23,0.9071
2016-02-22,0.9069
2016-02-19,0.9004
2016-02-18,0.9009
2016-02-17,0.8984
2016-02-16,0.8974
2016-02-15,0.8973
2016-02-12,0.8893
2016-02-11,0.8816
2016-02-10,0.8929
2016-02-09,0.8842
2016-02-08,0.8972
2016-02-05,0.8976
2016-02-04,0.8954
2016-02-03,0.9051
2016-02-02,0.9172
2016-02-01,0.9182
2016-01-29,0.9243
2016-01-28,0.9141
2016-01-27,0.92
2016-01-26,0.9217
2016-01-25,0.923
2016-01-22,0.9239
2016-01-21,0.924
2016-01-20,0.9176
2016-01-19,0.9177
2016-01-18,0.9198
2016-01-15,0.9134
2016-01-14,0.9224
2016-01-13,0.9221
2016-01-12,0.924
2016-01-11,0.9216
2016-01-08,0.9168
2016-01-07,0.9235
2016-01-06,0.9308
2016-01-05,0.9327
2016-01-04,0.9258
2015-12-31,0.9181
2015-12-30,0.9163
2015-12-29,0.917
2015-12-24,0.9135
2015-12-23,0.9192
2015-12-22,0.9118
2015-12-21,0.9158
2015-12-18,0.9221
2015-12-17,0.923
2015-12-16,0.9136
2015-12-15,0.9157
2015-12-14,0.9068
2015-12-11,0.9092
2015-12-10,0.9144
2015-12-09,0.9122
2015-12-08,0.9199
2015-12-07,0.9217
2015-12-04,0.9184
2015-12-03,0.9217
2015-12-02,0.9463
2015-12-01,0.9427
2015-11-30,0.9469
2015-11-27,0.9438
2015-11-26,0.9417
2015-11-25,0.9432
2015-11-24,0.9398
2015-11-23,0.9422
2015-11-20,0.9379
2015-11-19,0.9314
2015-11-18,0.9391
2015-11-17,0.9388
2015-11-16,0.9331
2015-11-13,0.9319
2015-11-12,0.9299
2015-11-11,0.9321
2015-11-10,0.9352
2015-11-09,0.9306
2015-11-06,0.931
2015-11-05,0.9204
2015-11-04,0.9208
2015-11-03,0.9132
2015-11-02,0.9061
2015-10-30,0.9057
2015-10-29,0.9124
2015-10-28,0.9038
2015-10-27,0.9048
2015-10-26,0.905
2015-10-23,0.9063
2015-10-22,0.896
2015-10-21,0.8807
2015-10-20,0.8817
2015-10-19,0.8843
2015-10-16,0.879
2015-10-15,0.8783
2015-10-14,0.8744
2015-10-13,0.8793
2015-10-12,0.8792
2015-10-09,0.8806
2015-10-08,0.8868
2015-10-07,0.8901
2015-10-06,0.8879
2015-10-05,0.8918
2015-10-02,0.887
2015-10-01,0.8925
2015-09-30,0.8956
2015-09-29,0.8914
2015-09-28,0.8925
2015-09-25,0.8951
2015-09-24,0.8856
2015-09-23,0.8974
2015-09-22,0.8981
2015-09-21,0.8933
2015-09-18,0.8795
2015-09-17,0.8845
2015-09-16,0.8854
2015-09-15,0.8871
2015-09-14,0.8862
2015-09-11,0.8866
2015-09-10,0.8917
2015-09-09,0.8958
2015-09-08,0.8945
2015-09-07,0.8959
2015-09-04,0.8997
2015-09-03,0.9012
2015-09-02,0.8905
2015-09-01,0.8884
2015-08-28,0.8916
2015-08-27,0.8917
2015-08-26,0.8765
2015-08-25,0.8763
2015-08-24,0.864
2015-08-21,0.884
2015-08-20,0.8933
2015-08-19,0.9046
2015-08-18,0.9063
2015-08-17,0.9029
2015-08-14,0.8998
2015-08-13,0.8986
2015-08-12,0.8936
2015-08-11,0.9053
2015-08-10,0.9107
2015-08-07,0.9142
2015-08-06,0.9163
2015-08-05,0.9202
2015-08-04,0.9123
2015-08-03,0.9113
2015-07-31,0.9051
2015-07-30,0.9154
2015-07-29,0.9066
2015-07-28,0.9059
2015-07-27,0.9005
2015-07-24,0.9116
2015-07-23,0.9107
2015-07-22,0.918
2015-07-21,0.9144
2015-07-20,0.9205
2015-07-17,0.9212
2015-07-16,0.9168
2015-07-15,0.9124
2015-07-14,0.9091
2015-07-13,0.9084
2015-07-10,0.895
2015-07-09,0.9054
2015-07-08,0.9037
2015-07-07,0.9144
2015-07-06,0.9029
2015-07-03,0.9008
2015-07-02,0.9003
2015-07-01,0.9002
2015-06-30,0.8976
2015-06-29,0.8968
2015-06-26,0.8978
2015-06-25,0.8935
2015-06-24,0.8942
2015-06-23,0.8941
2015-06-22,0.8773
2015-06-19,0.8826
2015-06-18,0.877
2015-06-17,0.8902
2015-06-16,0.89
2015-06-15,0.8887
2015-06-12,0.8874
2015-06-11,0.8902
2015-06-10,0.8847
2015-06-09,0.8894
2015-06-08,0.8923
2015-06-05,0.9003
2015-06-04,0.8863
2015-06-03,0.8877
2015-06-02,0.8986
2015-06-01,0.9177
2015-05-29,0.9122
2015-05-28,0.9159
2015-05-27,0.9191
2015-05-26,0.9176
2015-05-22,0.9069
2015-05-21,0.8993
2015-05-20,0.9003
2015-05-19,0.8986
2015-05-18,0.8799
2015-05-15,0.8743
2015-05-14,0.8787
2015-05-13,0.881
2015-05-12,0.8891
2015-05-11,0.897
2015-05-08,0.8911
2015-05-07,0.888
2015-05-06,0.8807
2015-05-05,0.8939
2015-05-01,0.8913
2015-04-30,0.8928
2015-04-29,0.8968
2015-04-28,0.9106
2015-04-27,0.9189
2015-04-24,0.9205
2015-04-23,0.9258
2015-04-22,0.9326
2015-04-21,0.9309
2015-04-20,0.9299
2015-04-17,0.928
2015-04-16,0.9345
2015-04-15,0.9426
2015-04-14,0.9351
2015-04-13,0.9456
2015-04-10,0.9414
2015-04-09,0.9366
2015-04-08,0.9267
2015-04-07,0.921
2015-04-02,0.9192
2015-04-01,0.9296
2015-03-31,0.9309
2015-03-30,0.9233
2015-03-27,0.9182
2015-03-26,0.9158
2015-03-25,0.9102
2015-03-24,0.9169
2015-03-23,0.9151
2015-03-20,0.9267
2015-03-19,0.9415
2015-03-18,0.9396
2015-03-17,0.943
2015-03-16,0.9456
2015-03-13,0.9503
2015-03-12,0.9422
2015-03-11,0.9457
2015-03-10,0.934
2015-03-09,0.922
2015-03-06,0.9208
2015-03-05,0.9065
2015-03-04,0.9034
2015-03-03,0.8941
2015-03-02,0.8933
2015-02-27,0.8915
2015-02-26,0.8917
2015-02-25,0.8805
2015-02-24,0.8821
2015-02-23,0.8807
2015-02-20,0.8796
2015-02-19,0.878
2015-02-18,0.8802
2015-02-17,0.8771
2015-02-16,0.8769
2015-02-13,0.877
2015-02-12,0.8794
2015-02-11,0.8846
2015-02-10,0.8831
2015-02-09,0.8821
2015-02-06,0.8815
2015-02-05,0.875
2015-02-04,0.8753
2015-02-03,0.8734
2015-02-02,0.8817
2015-01-30,0.8862
2015-01-29,0.8821
2015-01-28,0.8818
2015-01-27,0.877
2015-01-26,0.8884
2015-01-23,0.8891
2015-01-22,0.8759
2015-01-21,0.863
2015-01-20,0.864
2015-01-19,0.8597
2015-01-16,0.8701
2015-01-15,0.863
2015-01-14,0.8484
2015-01-13,0.8488
2015-01-12,0.8462
2015-01-09,0.8451
2015-01-08,0.848
2015-01-07,0.8472
2015-01-06,0.8389
2015-01-05,0.8377
2015-01-02,0.8312
2014-12-31,0.8227
2014-12-30,0.822
2014-12-29,0.821
2014-12-24,0.8197
2014-12-23,0.8213
2014-12-22,0.8159
2014-12-19,0.8155
2014-12-18,0.8144
2014-12-17,0.8068
2014-12-16,0.7994
2014-12-15,0.8051
2014-12-12,0.8024
2014-12-11,0.8076
2014-12-10,0.8053
2014-12-09,0.8049
2014-12-08,0.8137
2014-12-05,0.8133
2014-12-04,0.8041
2014-12-03,0.8116
2014-12-02,0.8063
2014-12-01,0.8015
2014-11-28,0.8022
2014-11-27,0.8012
2014-11-26,0.7982
2014-11-25,0.8009
2014-11-24,0.8041
2014-11-21,0.8057
2014-11-20,0.7974
2014-11-19,0.7974
2014-11-18,0.798
2014-11-17,0.8028
2014-11-14,0.8013
2014-11-13,0.8016
2014-11-12,0.8015
2014-11-11,0.8047
2014-11-10,0.8036
2014-11-07,0.8055
2014-11-06,0.8041
2014-11-05,0.8007
2014-11-04,0.7955
2014-11-03,0.801
2014-10-31,0.7981
2014-10-30,0.7923
2014-10-29,0.7836
2014-10-28,0.7845
2014-10-27,0.7867
2014-10-24,0.7893
2014-10-23,0.7906
2014-10-22,0.7895
2014-10-21,0.7856
2014-10-20,0.7824
2014-10-17,0.7833
2014-10-16,0.7824
2014-10-15,0.7838
2014-10-14,0.7895
2014-10-13,0.7886
2014-10-10,0.792
2014-10-09,0.7866
2014-10-08,0.7882
2014-10-07,0.7918
2014-10-06,0.7956
2014-10-03,0.7993
2014-10-02,0.7903
2014-10-01,0.794
2014-09-30,0.7916
2014-09-29,0.7883
2014-09-26,0.7876
2014-09-25,0.7845
2014-09-24,0.7814
2014-09-23,0.7774
2014-09-22,0.7799
2014-09-19,0.7788
2014-09-18,0.7739
2014-09-17,0.7716
2014-09-16,0.7727
2014-09-15,0.7729
2014-09-12,0.773
2014-09-11,0.7727
2014-09-10,0.7743
2014-09-09,0.7744
2014-09-08,0.7723
2014-09-05,0.7717
2014-09-04,0.7712
2014-09-03,0.7612
2014-09-02,0.7621
2014-09-01,0.7612
2014-08-29,0.7592
2014-08-28,0.759
2014-08-27,0.7574
2014-08-26,0.7573
2014-08-22,0.7558
2014-08-21,0.7528
2014-08-20,0.7526
2014-08-19,0.7508
2014-08-18,0.7483
2014-08-15,0.7472
2014-08-14,0.7474
2014-08-13,0.7474
2014-08-12,0.7486
2014-08-11,0.7469
2014-08-08,0.7455
2014-08-07,0.749
2014-08-06,0.7487
2014-08-05,0.748
2014-08-04,0.7452
2014-08-01,0.7446
2014-07-31,0.7474
2014-07-30,0.7475
2014-07-29,0.7457
2014-07-28,0.744
2014-07-25,0.7445
2014-07-24,0.7424
2014-07-23,0.7427
2014-07-22,0.7425
2014-07-21,0.7396
2014-07-18,0.7402
2014-07-17,0.7398
2014-07-16,0.7388
2014-07-15,0.737
2014-07-14,0.7338
2014-07-11,0.7353
2014-07-10,0.7352
2014-07-09,0.7331
2014-07-08,0.7345
2014-07-07,0.7355
2014-07-04,0.7359
2014-07-03,0.7348
2014-07-02,0.7324
2014-07-01,0.731
2014-06-30,0.7304
2014-06-27,0.7331
2014-06-26,0.7359
2014-06-25,0.7335
2014-06-24,0.7355
2014-06-23,0.7357
2014-06-20,0.7366
2014-06-19,0.7336
2014-06-18,0.7368
2014-06-17,0.7383
2014-06-16,0.7368
2014-06-13,0.7392
2014-06-12,0.738
2014-06-11,0.7389
2014-06-10,0.7383
2014-06-09,0.7357
2014-06-06,0.7331
2014-06-05,0.7345
2014-06-04,0.7341
2014-06-03,0.7342
2014-06-02,0.735
2014-05-30,0.7328
2014-05-29,0.7345
2014-05-28,0.7356
2014-05-27,0.7345
2014-05-23,0.7336
2014-05-22,0.7323
2014-05-21,0.7319
2014-05-20,0.7301
2014-05-19,0.729
2014-05-16,0.7297
2014-05-15,0.7291
2014-05-14,0.7294
2014-05-13,0.7296
2014-05-12,0.727
2014-05-09,0.727
2014-05-08,0.7213
2014-05-07,0.7182
2014-05-06,0.7177
2014-05-02,0.7213
2014-05-01,0.7212
2014-04-30,0.7213
2014-04-29,0.7237
2014-04-28,0.7223
2014-04-25,0.7227
2014-04-24,0.7236
2014-04-23,0.7232
2014-04-22,0.7248
2014-04-17,0.7228
2014-04-16,0.7243
2014-04-15,0.7234
2014-04-14,0.7238
2014-04-11,0.7201
2014-04-10,0.7204
2014-04-09,0.7234
2014-04-08,0.725
2014-04-07,0.7277
2014-04-04,0.7302
2014-04-03,0.7291
2014-04-02,0.7263
2014-04-01,0.725
2014-03-31,0.7255
2014-03-28,0.7272
2014-03-27,0.7279
2014-03-26,0.7254
2014-03-25,0.7258
2014-03-24,0.7255
2014-03-21,0.7256
2014-03-20,0.7255
2014-03-19,0.719
2014-03-18,0.7188
2014-03-17,0.718
2014-03-14,0.7182
2014-03-13,0.718
2014-03-12,0.7192
2014-03-11,0.7211
2014-03-10,0.7205
2014-03-07,0.7213
2014-03-06,0.7225
2014-03-05,0.7279
2014-03-04,0.7277
2014-03-03,0.726
2014-02-28,0.7241
2014-02-27,0.7309
2014-02-26,0.7317
2014-02-25,0.7281
2014-02-24,0.7285
2014-02-21,0.7275
2014-02-20,0.7293
2014-02-19,0.7271
2014-02-18,0.7273
2014-02-17,0.7299
2014-02-14,0.7307
2014-02-13,0.7318
2014-02-12,0.7359
2014-02-11,0.7312
2014-02-10,0.7327
2014-02-07,0.7343
2014-02-06,0.7353
2014-02-05,0.739
2014-02-04,0.7402
2014-02-03,0.7398
2014-01-31,0.7416
2014-01-30,0.7373
2014-01-29,0.7329
2014-01-28,0.7319
2014-01-27,0.7314
2014-01-24,0.7307
2014-01-23,0.7309
2014-01-22,0.7372
2014-01-21,0.7384
2014-01-20,0.7373
2014-01-17,0.7376
2014-01-16,0.7353
2014-01-15,0.7355
2014-01-14,0.7306
2014-01-13,0.7324
2014-01-10,0.7314
2014-01-09,0.7361
2014-01-08,0.7353
2014-01-07,0.735
2014-01-06,0.733
2014-01-03,0.7346
2014-01-02,0.7322
2013-12-31,0.7263
2013-12-30,0.724
2013-12-27,0.7259
2013-12-24,0.731
2013-12-23,0.7296
2013-12-20,0.7315
2013-12-19,0.7316
2013-12-18,0.7266
2013-12-17,0.7283
2013-12-16,0.7271
2013-12-13,0.7283
2013-12-12,0.7271
2013-12-11,0.7251
2013-12-10,0.7262
2013-12-09,0.7289
2013-12-06,0.7308
2013-12-05,0.7322
2013-12-04,0.7377
2013-12-03,0.7359
2013-12-02,0.7377
2013-11-29,0.7344
2013-11-28,0.7353
2013-11-27,0.7368
2013-11-26,0.7374
2013-11-25,0.7405
2013-11-22,0.7396
2013-11-21,0.7428
2013-11-20,0.7427
2013-11-19,0.7393
2013-11-18,0.7394
2013-11-15,0.7422
2013-11-14,0.743
2013-11-13,0.7461
2013-11-12,0.7442
2013-11-11,0.7458
2013-11-08,0.7491
2013-11-07,0.7472
2013-11-06,0.7393
2013-11-05,0.7421
2013-11-04,0.7401
2013-11-01,0.7415
2013-10-31,0.7356
2013-10-30,0.7262
2013-10-29,0.7262
2013-10-28,0.7254
2013-10-25,0.725
2013-10-24,0.7245
2013-10-23,0.7255
2013-10-22,0.7261
2013-10-21,0.7313
2013-10-18,0.7301
2013-10-17,0.7319
2013-10-16,0.7412
2013-10-15,0.7406
2013-10-14,0.7361
2013-10-11,0.7373
2013-10-10,0.7396
2013-10-09,0.7399
2013-10-08,0.7355
2013-10-07,0.7369
2013-10-04,0.7355
2013-10-03,0.734
2013-10-02,0.7358
2013-10-01,0.7394
2013-09-30,0.7388
2013-09-27,0.7386
2013-09-26,0.7418
2013-09-25,0.7403
2013-09-24,0.7412
2013-09-23,0.7412
2013-09-20,0.7402
2013-09-19,0.7385
2013-09-18,0.7492
2013-09-17,0.7492
2013-09-16,0.7489
2013-09-13,0.7541
2013-09-12,0.7514
2013-09-11,0.7518
2013-09-10,0.7539
2013-09-09,0.7545
2013-09-06,0.7601
2013-09-05,0.7622
2013-09-04,0.7577
2013-09-03,0.76
2013-09-02,0.7581
2013-08-30,0.7584
2013-08-29,0.7561
2013-08-28,0.7497
2013-08-27,0.7466
2013-08-23,0.7462
2013-08-22,0.7493
2013-08-21,0.7476
2013-08-20,0.7448
2013-08-19,0.749
2013-08-16,0.7501
2013-08-15,0.7547
2013-08-14,0.7539
2013-08-13,0.7555
2013-08-12,0.7522
2013-08-09,0.749
2013-08-08,0.7471
2013-08-07,0.7508
2013-08-06,0.7514
2013-08-05,0.7553
2013-08-02,0.7528
2013-08-01,0.7556
2013-07-31,0.7531
2013-07-30,0.7547
2013-07-29,0.7545
2013-07-26,0.7539
2013-07-25,0.7556
2013-07-24,0.7555
2013-07-23,0.7565
2013-07-22,0.7579
2013-07-19,0.7612
2013-07-18,0.7639
2013-07-17,0.7638
2013-07-16,0.7612
2013-07-15,0.7665
2013-07-12,0.7661
2013-07-11,0.7669
2013-07-10,0.7777
2013-07-09,0.7821
2013-07-08,0.7773
2013-07-05,0.7791
2013-07-04,0.7744
2013-07-03,0.771
2013-07-02,0.7673
2013-07-01,0.7671
2013-06-28,0.7693
2013-06-27,0.7691
2013-06-26,0.7691
2013-06-25,0.7649
2013-06-24,0.7638
2013-06-21,0.7613
2013-06-20,0.759
2013-06-19,0.746
2013-06-18,0.7467
2013-06-17,0.7492
2013-06-14,0.7496
2013-06-13,0.7519
2013-06-12,0.7498
2013-06-11,0.7534
2013-06-10,0.7579
2013-06-07,0.7564
2013-06-06,0.7579
2013-06-05,0.7642
2013-06-04,0.7651
2013-06-03,0.7675
2013-05-31,0.7716
2013-05-30,0.766
2013-05-29,0.7712
2013-05-28,0.7778
2013-05-24,0.7735
2013-05-23,0.7751
2013-05-22,0.7765
2013-05-21,0.7768
2013-05-20,0.7778
2013-05-17,0.7799
2013-05-16,0.7742
2013-05-15,0.7775
2013-05-14,0.7705
2013-05-13,0.7702
2013-05-10,0.7709
2013-05-09,0.7636
2013-05-08,0.7591
2013-05-07,0.7642
2013-05-03,0.7625
2013-05-02,0.7651
2013-05-01,0.758
2013-04-30,0.7584
2013-04-29,0.7633
2013-04-26,0.7676
2013-04-25,0.7689
2013-04-24,0.7695
2013-04-23,0.7684
2013-04-22,0.7674
2013-04-19,0.7645
2013-04-18,0.7645
2013-04-17,0.7668
2013-04-16,0.7616
2013-04-15,0.7642
2013-04-12,0.7635
2013-04-11,0.7618
2013-04-10,0.7642
2013-04-09,0.7658
2013-04-08,0.7682
2013-04-05,0.7679
2013-04-04,0.778
2013-04-03,0.7783
2013-04-02,0.7789
2013-03-28,0.7788
2013-03-27,0.7824
2013-03-26,0.7777
2013-03-25,0.7763
2013-03-22,0.7695
2013-03-21,0.7737
2013-03-20,0.7722
